constant,estimate,bootstrap_mean,bootstrap_sd,ci_2.5,ci_97.5
c0,222.30610912974825,221.81731432710993,9.64317472876212,202.86548475168985,240.12280421858569
c1,84.47899346429266,84.11706113406213,7.344960067377768,69.44618386987051,98.27312856815594
c2,-1.0045751310543036,-1.0062442490165517,0.10611747877027221,-1.2176718640503477,-0.8032659098813126
